g40.t1	YAL023C	98.024	759	15	0	1	759	1	759	0.0	1556.0
g2044.t1	YAL023C	45.106	756	383	11	15	758	19	754	0.0	677.0
g728.t1	YAL023C	34.783	713	434	17	34	728	53	752	9.110000000000001e-116	367.0
g729.t1	YAL023C	31.006	716	448	18	35	724	57	752	2.22e-99	321.0
g4867.t1	YAL023C	67.321	713	229	3	39	748	44	755	0.0	1037.0
g2877.t1	YAL023C	31.757	592	361	16	58	628	70	639	1.5e-75	256.0
g1069.t1	YAL023C	25.733	307	198	11	191	487	229	515	3.26e-19	90.1
g39.t1	YAL024C	91.54	1442	115	1	1	1442	1	1435	0.0	2600.0
g3241.t1	YAL024C	27.16	324	179	10	839	1144	1114	1398	2.03e-16	83.2
g3511.t1	YAL024C	27.528	178	118	2	1300	1466	1190	1367	6.05e-13	72.0
g38.t1	YAL025C	97.712	306	5	1	1	304	1	306	0.0	613.0
g37.t1	YAL026C	96.974	1355	41	0	1	1355	1	1355	0.0	2734.0
g3911.t1	YAL026C	32.094	511	266	11	90	592	149	586	4.7899999999999997e-67	248.0
g1512.t1	YAL026C	27.647	170	102	3	132	280	118	287	5.39e-10	62.4
g2482.t1	YAL026C	30.906	1071	649	22	155	1147	183	1240	7.38e-143	463.0
g1867.t1	YAL026C	21.723	801	462	32	164	870	254	983	1.76e-17	86.3
g889.t1	YAL026C	33.673	98	65	0	229	326	198	295	7.24e-09	58.5
g1320.t1	YAL026C	22.431	691	407	28	259	833	294	971	4.26e-13	72.0
g1512.t1	YAL026C	38.04	1041	553	19	393	1424	294	1251	0.0	671.0
g889.t1	YAL026C	38.33	1054	552	23	419	1458	272	1241	0.0	662.0
g3911.t1	YAL026C	35.032	157	77	4	731	874	626	770	2.5e-18	89.7
g4841.t1	YAL026C	28.618	304	174	15	913	1193	697	980	1.06e-12	71.2
g3911.t1	YAL026C	35.835	533	307	14	1006	1514	722	1243	3.07e-94	333.0
g36.t1	YAL027W	90.038	261	26	0	1	261	1	261	1e-178	490.0
g35.t1	YAL028W	82.836	536	79	4	1	532	1	527	0.0	789.0
g4871.t1	YAL029C	49.935	1530	663	20	1	1515	1	1442	0.0	1418.0
g34.t1	YAL029C	89.735	1471	151	0	1	1471	1	1471	0.0	2756.0
g2187.t1	YAL029C	38.855	821	440	16	13	807	9	793	4.86e-153	509.0
g3863.t1	YAL029C	35.901	766	409	18	40	748	75	815	2.3499999999999997e-128	427.0
g2981.t1	YAL029C	36.806	739	398	15	40	730	75	792	5.37e-128	427.0
g4872.t1	YAL030W	76.724	116	26	1	1	115	1	116	2.23e-49	151.0
g33.t1	YAL030W	99.145	117	1	0	1	117	1	117	5.7e-85	241.0
g3335.t1	YAL030W	36.842	57	36	0	124	180	35	91	4.55e-08	47.8
g2919.t1	YAL030W	32.0	50	34	0	143	192	31	80	0.00041	37.0
g32.t1	YAL031C	92.368	760	58	0	1	760	1	760	0.0	1320.0
g31.t1	YAL032C	92.084	379	29	1	1	378	1	379	0.0	727.0
g30.t1	YAL033W	95.706	163	7	0	1	163	1	163	2.51e-114	320.0
g4881.t1	YAL034C	42.823	418	175	11	1	359	1	413	8.99e-89	271.0
g29.t1	YAL034C	92.736	413	27	1	1	410	1	413	0.0	729.0
g28.t1	YAL034W-A	89.324	281	30	0	1	281	1	281	0.0	501.0
g27.t1	YAL035W	93.918	1003	46	5	1	989	1	1002	0.0	1572.0
g4223.t1	YAL035W	30.921	152	77	5	16	161	406	535	7.36e-11	64.3
g4563.t1	YAL035W	28.986	276	128	9	144	364	404	666	5.94e-23	102.0
g26.t1	YAL036C	98.916	369	4	0	1	369	1	369	0.0	751.0
g2022.t1	YAL036C	50.954	367	176	4	4	368	5	369	1.3e-127	369.0
g5104.t1	YAL036C	33.333	84	52	2	173	256	71	150	1.29e-06	48.9
g2328.t1	YAL036C	29.245	106	71	3	339	444	65	166	1.38e-08	54.7
g25.t1	YAL037W	80.899	267	49	1	1	265	1	267	1.16e-155	432.0
g4885.t1	YAL037W	26.587	252	147	9	14	259	17	236	5.06e-12	63.2
g24.t1	YAL038W	99.2	500	4	0	1	500	1	500	0.0	1020.0
g4888.t1	YAL038W	70.14	499	149	0	4	502	2	500	0.0	731.0
g23.t1	YAL039C	94.796	269	14	0	1	269	1	269	0.0	512.0
g3019.t1	YAL039C	31.771	192	97	6	58	222	71	255	2.45e-20	84.7
g22.t1	YAL040C	95.0	580	28	1	1	579	1	580	0.0	1038.0
g3948.t1	YAL040C	21.739	184	118	4	23	204	58	217	4.47e-07	50.4
g4952.t1	YAL040C	21.739	184	118	4	25	206	58	217	1.14e-05	45.8
g1966.t1	YAL040C	29.167	96	67	1	117	212	70	164	5.81e-07	49.3
g5281.t1	YAL040C	23.164	177	122	5	123	293	37	205	4.43e-06	47.0
g672.t1	YAL040C	23.158	95	71	1	156	248	70	164	1.34e-05	45.1
g3426.t1	YAL040C	26.277	137	97	2	202	334	70	206	1.84e-06	48.1
g5280.t1	YAL040C	24.242	99	64	2	226	317	70	164	0.001	39.7
g21.t1	YAL041W	97.424	854	22	0	1	854	1	854	0.0	1710.0
g1932.t1	YAL041W	25.114	219	141	8	459	669	269	472	7.89e-07	51.2
g3562.t1	YAL041W	23.636	220	137	7	651	860	274	472	7.21e-08	55.1
g20.t1	YAL042W	93.253	415	28	0	1	415	1	415	0.0	822.0
g3709.t1	YAL042W	22.554	368	200	14	4	291	6	368	4.04e-14	70.9
g19.t1	YAL043C	92.229	785	60	1	1	784	1	785	0.0	1354.0
g18.t1	YAL044C	97.647	170	4	0	1	170	1	170	5.790000000000001e-124	344.0
g17.t1	YAL044W-A	97.273	110	3	0	1	110	1	110	1.42e-78	224.0
g16.t1	YAL044W-A	40.909	44	23	1	68	108	57	100	7.83e-05	37.4
g16.t1	YAL046C	92.373	118	9	0	1	118	1	118	5.2800000000000005e-80	228.0
g1688.t1	YAL046C	29.787	47	33	0	24	70	57	103	0.000664	33.9
g17.t1	YAL046C	40.909	44	23	1	57	100	68	108	0.000117	36.6
g15.t1	YAL047C	87.04	625	77	1	1	625	1	621	0.0	1031.0
g14.t1	YAL048C	97.734	662	15	0	1	662	1	662	0.0	1338.0
g13.t1	YAL049C	94.715	246	13	0	1	246	1	246	1.0599999999999999e-174	478.0
g3475.t1	YAL051W	32.787	61	38	2	1	61	38	95	2.48e-05	45.4
g12.t1	YAL051W	94.46	1047	58	0	1	1047	1	1047	0.0	2034.0
g452.t1	YAL051W	45.0	40	18	2	4	39	62	101	6.31e-06	46.6
g92.t1	YAL051W	43.59	39	22	0	7	45	58	96	6.22e-06	47.8
g3786.t1	YAL051W	41.379	58	29	2	9	61	39	96	1.52e-05	46.6
g4960.t1	YAL051W	38.462	39	24	0	10	48	65	103	3.97e-05	45.4
g2577.t1	YAL051W	34.783	46	29	1	11	56	53	97	0.000679	41.2
g2336.t1	YAL051W	31.858	113	70	4	14	122	58	167	0.000216	42.7
g4904.t1	YAL051W	42.059	1020	521	17	16	996	57	1045	0.0	759.0
g4724.t1	YAL051W	33.846	65	38	2	24	84	32	95	1.36e-05	46.6
g3465.t1	YAL051W	35.294	102	50	4	32	120	35	133	2.72e-07	53.1
g990.t1	YAL051W	36.585	41	22	1	44	80	55	95	0.000168	43.5
g4026.t1	YAL051W	36.364	55	30	1	48	97	39	93	6.97e-06	48.5
g3210.t1	YAL051W	21.254	654	460	18	124	744	300	931	1.78e-13	72.4
g92.t1	YAL051W	23.435	623	405	21	190	764	300	898	9.17e-20	92.8
g1755.t1	YAL053W	36.611	661	393	8	1	636	1	660	2.57e-142	436.0
g11.t1	YAL053W	98.595	783	11	0	1	783	1	783	0.0	1575.0
g4985.t1	YAL053W	36.737	754	427	13	18	735	32	771	2.47e-153	465.0
g4905.t1	YAL053W	47.222	648	335	4	55	699	33	676	0.0	600.0
g10.t1	YAL054C	98.317	713	12	0	1	713	1	713	0.0	1457.0
g384.t1	YAL054C	23.268	563	350	21	26	537	158	689	1.17e-22	100.0
g3385.t1	YAL054C	57.781	649	262	4	33	674	69	712	0.0	785.0
g224.t1	YAL054C	20.819	562	361	20	111	629	163	683	2.44e-06	48.5
g291.t1	YAL054C	20.312	576	369	19	269	816	163	676	1.3e-05	47.8
g9.t1	YAL055W	81.111	180	33	1	1	179	1	180	1.13e-107	303.0
g8.t1	YAL056W	86.907	886	110	2	1	886	1	880	0.0	1592.0
g4910.t1	YAL056W	35.359	905	455	23	42	893	50	877	1.11e-171	519.0
g7.t1	YAL058W	81.873	502	90	1	1	501	1	502	0.0	843.0
g6.t1	YAL059W	91.489	188	16	0	1	188	25	212	1.73e-123	345.0
g5.t1	YAL060W	95.026	382	19	0	1	382	1	382	0.0	758.0
g4.t1	YAL060W	51.832	382	183	1	1	382	1	381	9.71e-149	425.0
g3313.t1	YAL060W	27.147	361	229	8	22	352	17	373	2.46e-35	130.0
g93.t1	YAL060W	31.278	227	121	8	28	228	21	238	3.31e-15	73.9
g4063.t1	YAL060W	26.271	354	201	15	28	339	21	356	4.86e-18	82.4
g1555.t1	YAL060W	27.586	87	59	2	36	119	262	347	0.000356	37.4
g3839.t1	YAL060W	27.848	237	137	10	40	246	6	238	2.71e-12	65.5
g662.t1	YAL060W	28.452	239	132	6	65	289	67	280	3.53e-19	86.3
g5.t1	YAL061W	51.958	383	183	1	1	382	1	383	1.01e-150	430.0
g4.t1	YAL061W	96.643	417	14	0	1	417	1	417	0.0	840.0
g662.t1	YAL061W	24.399	291	164	10	26	288	18	280	4.6e-12	65.1
g3313.t1	YAL061W	29.377	337	210	8	26	335	21	356	2.38e-40	145.0
g93.t1	YAL061W	27.35	234	129	9	27	231	20	241	4.47e-09	55.5
g1555.t1	YAL061W	28.155	103	70	2	36	135	263	364	8.57e-10	53.9
g3.t1	YAL062W	96.937	457	14	0	1	457	1	457	0.0	922.0
g4914.t1	YAL062W	87.473	455	55	1	2	454	3	457	0.0	827.0
g82.t1	YAL063C	79.556	856	175	0	1	856	1	856	0.0	1179.0
g2.t1	YAL063C	81.088	809	153	0	1	809	49	857	0.0	1108.0
g1546.t1	YAL063C	50.76	329	140	6	1	323	1	313	6.36e-101	344.0
g2367.t1	YAL063C	74.167	840	165	4	2	789	50	889	0.0	1029.0
g3193.t1	YAL063C	61.034	290	90	3	5	293	4	271	2.56e-121	407.0
g3351.t1	YAL063C	52.941	68	17	1	22	74	995	1062	2.46e-13	63.5
g3351.t1	YAL063C	44.118	102	47	1	26	117	1137	1238	1.82e-12	61.2
g921.t1	YAL063C	66.0	50	17	0	29	78	1140	1189	1.84e-13	63.9
g921.t1	YAL063C	68.293	41	13	0	34	74	1022	1062	2.78e-13	63.5
g921.t1	YAL063C	62.5	48	18	0	37	84	1097	1144	1.09e-13	64.7
g3351.t1	YAL063C	58.333	48	20	0	37	84	1097	1144	6.79e-12	59.7
g577.t1	YAL063C	61.111	36	12	1	450	483	1108	1143	9.97e-05	45.4
g577.t1	YAL063C	61.111	36	12	1	668	701	1108	1143	9.97e-05	45.4
g2.t1	YAL063C	79.723	577	117	0	728	1304	281	857	0.0	681.0
g2.t1	YAL063C	79.758	578	117	0	773	1350	281	858	0.0	680.0
g2.t1	YAL063C	80.243	577	114	0	818	1394	281	857	0.0	684.0
g1546.t1	YAL063C	53.097	226	98	1	836	1053	1097	1322	6.19e-53	200.0
g2.t1	YAL063C	81.488	578	107	0	998	1575	281	858	0.0	688.0
g82.t1	YAL063C	76.341	317	58	3	1233	1532	1006	1322	3.14e-101	353.0
g577.t1	YAL063C	35.345	116	55	5	1332	1439	1114	1217	1.19e-05	48.5
g2.t1	YAL063C	73.817	317	66	3	2085	2384	1006	1322	3.63e-98	346.0
g2367.t1	YAL064C-A	85.714	119	17	0	92	210	1	119	5.5999999999999986e-68	221.0
g2.t1	YAL064C-A	80.672	119	23	0	92	210	1	119	1.03e-65	216.0
g82.t1	YAL064C-A	81.513	119	22	0	140	258	1	119	1.42e-64	213.0
g1546.t1	YAL064C-A	59.322	118	45	1	152	266	1	118	6.68e-42	147.0
g3193.t1	YAL064C-A	75.0	120	30	0	162	281	1	120	3.72e-59	197.0
g1546.t1	YAL065C	53.409	88	41	0	966	1053	40	127	1.13e-17	78.6
g3193.t1	YAL065C	60.606	66	26	0	1264	1329	62	127	2.13e-18	80.9
g82.t1	YAL065C	66.667	114	37	1	1420	1532	14	127	3.65e-34	125.0
g2.t1	YAL065C	70.69	116	33	1	2271	2385	13	128	4.41e-39	140.0
g1.t1	YAL067C	93.761	593	37	0	1	593	1	593	0.0	1161.0
g3258.t1	YAL067C	21.905	525	360	22	2	497	63	566	2.3000000000000004e-21	95.5
g2380.t1	YAL067C	22.604	553	374	23	12	536	61	587	3.13e-16	79.7
g1928.t1	YAL067C	39.719	569	333	5	14	581	26	585	8.16e-149	440.0
g530.t1	YAL067C	28.764	445	299	6	23	460	125	558	1.24e-60	207.0
g3209.t1	YAL067C	21.111	450	333	11	44	479	124	565	6.78e-10	59.3
g2885.t1	YAL067C	19.547	486	348	13	70	530	124	591	3.12e-16	79.7
g2097.t1	YAL067C	21.909	461	328	12	81	518	128	579	9.82e-18	84.3
g4933.t1	YAL068C	96.667	120	4	0	1	120	1	120	2.21e-83	237.0
g4929.t1	YAL068C	96.667	120	4	0	1	120	1	120	2.21e-83	237.0
g453.t1	YAL068C	96.667	120	4	0	1	120	1	120	2.31e-83	237.0
g4441.t1	YAL068C	95.833	120	5	0	1	120	1	120	5.0700000000000006e-70	203.0
g4436.t1	YAL068C	96.667	120	4	0	1	120	1	120	2.21e-83	237.0
g4073.t1	YAL068C	96.667	120	4	0	1	120	1	120	2.21e-83	237.0
g3639.t1	YAL068C	96.667	120	4	0	1	120	1	120	2.21e-83	237.0
g3202.t1	YAL068C	93.333	120	8	0	1	120	1	120	4.9699999999999996e-67	196.0
g3199.t1	YAL068C	96.667	120	4	0	1	120	1	120	2.21e-83	237.0
g2895.t1	YAL068C	96.667	120	4	0	1	120	1	120	2.21e-83	237.0
g2563.t1	YAL068C	96.667	120	4	0	1	120	1	120	5.2e-84	239.0
g2374.t1	YAL068C	95.833	120	5	0	1	120	1	120	5.0700000000000006e-70	203.0
g1577.t1	YAL068C	96.667	120	4	0	1	120	1	120	4.42e-83	236.0
g1305.t1	YAL068C	97.5	120	3	0	1	120	1	120	9.3e-84	238.0
g1284.t1	YAL068C	96.667	120	4	0	1	120	1	120	2.21e-83	237.0
g62.t1	YAR002C-A	95.434	219	10	0	1	219	1	219	4.56e-159	436.0
g2271.t1	YAR002C-A	37.089	213	126	4	6	212	9	219	4.27e-46	150.0
g1871.t1	YAR002C-A	54.028	211	97	0	6	216	9	219	1.81e-87	255.0
g1728.t1	YAR002C-A	26.214	206	134	7	9	197	9	213	2.18e-11	58.9
g3760.t1	YAR002C-A	24.286	140	96	4	75	211	87	219	2.23e-05	42.0
g61.t1	YAR002W	82.746	539	92	1	24	561	1	539	0.0	882.0
g63.t1	YAR003W	94.167	360	21	0	1	360	67	426	0.0	670.0
g4148.t1	YAR003W	34.286	70	44	1	215	282	32	101	0.00056	40.0
g3677.t1	YAR003W	50.0	44	19	1	354	394	50	93	2.27e-06	47.8
g64.t1	YAR007C	97.262	621	17	0	1	621	1	621	0.0	1266.0
g65.t1	YAR008W	92.727	275	18	1	26	298	1	275	0.0	499.0
g66.t1	YAR014C	87.921	712	83	1	1	712	1	709	0.0	1185.0
g67.t1	YAR015W	98.693	306	4	0	1	306	1	306	0.0	622.0
g68.t1	YAR018C	97.701	435	10	0	1	435	1	435	0.0	891.0
g1713.t1	YAR018C	31.229	301	160	11	24	291	25	311	4.63e-29	119.0
g69.t1	YAR019C	92.482	971	73	0	1	971	4	974	0.0	1813.0
g1264.t1	YAR019C	37.329	292	166	7	8	297	15	291	5.14e-44	164.0
g68.t1	YAR019C	26.989	352	180	10	16	363	16	294	3.62e-26	109.0
g4347.t1	YAR019C	30.142	282	164	13	19	298	22	272	4.56e-20	92.8
g2263.t1	YAR019C	40.0	255	137	8	28	277	29	272	1.45e-41	163.0
g2445.t1	YAR019C	28.044	271	155	13	31	295	34	270	2.83e-17	84.7
g5268.t1	YAR019C	25.862	232	131	9	139	368	29	221	1.64e-08	54.7
g669.t1	YAR019C	31.864	295	163	11	151	435	31	297	4.04e-30	122.0
g4970.t1	YAR019C	31.944	144	78	5	173	316	144	267	4.33e-10	58.9
g5061.t1	YAR019C	34.432	273	157	6	224	495	30	281	1.74e-32	130.0
g4785.t1	YAR019C	33.813	278	161	10	225	500	30	286	4.4000000000000004e-29	119.0
g4483.t1	YAR019C	31.636	275	156	7	360	634	25	267	1.9999999999999998e-32	132.0
g2648.t1	YAR019C	36.822	258	147	8	366	623	31	272	4.24e-31	128.0
g3554.t1	YAR019C	29.831	295	155	5	421	714	31	274	1.96e-36	145.0
g4110.t1	YAR019C	32.847	274	152	6	548	821	32	273	7.82e-32	131.0
g2160.t1	YAR019C	34.932	292	171	7	626	913	31	307	1.17e-36	147.0
g4545.t1	YAR019C	28.571	273	174	8	834	1101	16	272	2.7300000000000003e-26	114.0
g564.t1	YAR019C	33.916	286	154	8	1027	1309	19	272	8.650000000000001e-37	149.0
g2675.t1	YAR019C	37.993	279	151	7	1176	1453	29	286	5.0700000000000006e-43	169.0
g4393.t1	YAR019C	31.132	318	165	9	1244	1558	6	272	7.81e-35	143.0
g73.t1	YAR023C	33.333	177	86	5	27	175	4	176	6.08e-28	101.0
g76.t1	YAR023C	36.316	190	104	5	51	237	2	177	2.4e-32	114.0
g74.t1	YAR023C	35.294	187	107	6	51	234	2	177	4.75e-28	103.0
g75.t1	YAR023C	32.967	182	104	3	54	229	6	175	9.93e-31	110.0
g512.t1	YAR023C	43.455	191	87	6	56	239	1	177	4.59e-45	147.0
g79.t1	YAR023C	37.714	175	97	5	62	232	8	174	6.26e-30	108.0
g77.t1	YAR023C	36.134	119	74	1	78	194	29	147	1.22e-24	93.6
g72.t1	YAR023C	39.873	158	81	3	79	231	29	177	1.11e-33	117.0
g78.t1	YAR023C	36.364	143	79	2	94	234	43	175	3.6200000000000003e-29	106.0
g3648.t1	YAR023C	27.419	124	85	2	110	232	56	175	2.36e-11	58.9
g79.t1	YAR027W	41.453	234	135	2	1	233	1	233	1e-57	181.0
g78.t1	YAR027W	50.0	234	116	1	1	234	1	233	4.8000000000000006e-74	223.0
g77.t1	YAR027W	51.63	184	88	1	1	183	1	184	1.64e-54	172.0
g76.t1	YAR027W	54.583	240	101	3	1	237	1	235	1.68e-84	249.0
g75.t1	YAR027W	45.923	233	122	1	1	229	1	233	9.17e-71	214.0
g74.t1	YAR027W	45.763	236	125	2	1	234	1	235	3.8699999999999997e-69	210.0
g72.t1	YAR027W	71.489	235	63	1	1	231	1	235	1.8e-112	320.0
g73.t1	YAR027W	38.028	213	86	4	3	175	28	234	1.76e-42	140.0
g512.t1	YAR027W	50.655	229	113	0	11	239	7	235	1.38e-77	232.0
g3648.t1	YAR027W	25.778	225	133	5	24	231	25	232	4.91e-17	75.5
g79.t1	YAR028W	40.678	236	133	4	1	233	1	232	1.88e-52	167.0
g78.t1	YAR028W	45.726	234	125	1	1	234	1	232	1.0700000000000001e-59	186.0
g77.t1	YAR028W	53.659	164	72	3	1	162	1	162	8.73e-50	159.0
g76.t1	YAR028W	55.882	238	100	2	1	237	1	234	9.84e-86	252.0
g75.t1	YAR028W	42.672	232	126	3	1	227	1	230	1.7100000000000002e-57	180.0
g74.t1	YAR028W	66.667	234	78	0	1	234	1	234	3.64e-104	299.0
g72.t1	YAR028W	54.661	236	100	3	1	231	1	234	2.96e-77	231.0
g73.t1	YAR028W	49.029	206	72	2	3	175	28	233	2.57e-57	177.0
g512.t1	YAR028W	48.261	230	116	2	11	239	7	234	2.54e-67	206.0
g3648.t1	YAR028W	24.658	219	140	9	24	230	25	230	1.05e-11	60.5
g75.t1	YAR029W	48.387	62	32	0	128	189	1	62	5.87e-14	63.2
g77.t1	YAR029W	48.387	62	32	0	131	192	1	62	4.47e-16	68.2
g79.t1	YAR029W	46.753	77	30	2	132	208	1	66	1.67e-16	70.1
g78.t1	YAR029W	40.741	81	37	1	133	213	1	70	1.31e-15	67.8
g79.t1	YAR031W	48.729	236	121	0	1	236	63	298	1.3e-75	229.0
g78.t1	YAR031W	59.829	234	93	1	1	234	63	295	2.56e-100	291.0
g77.t1	YAR031W	59.091	198	76	3	1	195	63	258	1.02e-74	225.0
g76.t1	YAR031W	45.106	235	121	4	1	232	63	292	1e-62	196.0
g75.t1	YAR031W	55.794	233	99	2	1	229	63	295	3.1e-92	271.0
g74.t1	YAR031W	39.744	234	138	2	1	232	63	295	4.93e-56	179.0
g72.t1	YAR031W	41.202	233	133	1	1	229	63	295	4.27e-59	186.0
g73.t1	YAR031W	35.749	207	97	4	3	174	90	295	1.02e-43	145.0
g512.t1	YAR031W	41.379	232	134	2	7	237	65	295	2.48e-61	192.0
g3648.t1	YAR031W	26.027	219	136	9	24	229	87	292	2.19e-15	71.6
g79.t1	YAR033W	69.71	241	65	2	1	240	1	234	9.68e-118	333.0
